prospect_id,name,position,fangraphs_player_id,fv,top_100_rank,hit_future,game_power_future,speed_future,mlb_expectation,mlb_expectation_numeric,fb_future,cmd_future,velocity_sits_high,best_secondary
8554,Ronny Cruz,SS,sa3067336,40,,35.0,55.0,40.0,Bench,0,,,,
8593,Kendry Martínez,2B,sa3067676,40,,50.0,45.0,40.0,Bench,0,,,,
8760,Juan Cabada,SS,sa3067679,40,,55.0,45.0,55.0,Bench,0,,,,
8625,Ayden Johnson,3B,sa3067681,40,,40.0,55.0,50.0,Bench,0,,,,
9192,Wilfri De La Cruz,3B,sa3067682,40,,50.0,45.0,40.0,Bench,0,,,,
8347,Deivid Coronil,SS,sa3067691,40,,45.0,50.0,55.0,Bench,0,,,,
8929,Marconi German,SS,sa3067715,40,,55.0,40.0,55.0,Bench,0,,,,
8507,Ruben Castillo,CF,sa3067849,40,,40.0,50.0,60.0,Bench,0,,,,
9251,James  Quinn-Irons,CF,sa3040344,40,,40.0,55.0,50.0,Bench,0,,,,
8374,Orelvis Martinez,3B,25967,40,,30.0,60.0,40.0,Bench,0,,,,
8928,Christian Cerda,C,sa3015623,40,,40.0,40.0,30.0,Bench,0,,,,
8858,Daniel Dickinson,2B,sa3030286,40,,50.0,45.0,40.0,Bench,0,,,,
8611,Robert Arias,CF,sa3024304,40,,65.0,35.0,60.0,Bench,0,,,,
9381,Emilio Sanchez,SS,sa3024110,40,,50.0,30.0,50.0,Bench,0,,,,
8322,Jorge Quintana,3B,sa3024107,40,,45.0,55.0,45.0,Bench,0,,,,
8660,Eddinson Paulino,3B,sa3009538,40,,45.0,45.0,45.0,Bench,0,,,,
8916,Brailyn Antunez,CF,sa3067486,40,,40.0,50.0,60.0,Bench,0,,,,
9120,José Anderson,RF,sa3024133,40,,40.0,50.0,40.0,Bench,0,,,,
8641,Luis Cova,CF,sa3023723,40,,50.0,50.0,50.0,Bench,0,,,,
8944,Brady  Ebel,SS,sa3069100,40,,50.0,45.0,50.0,Bench,0,,,,
8912,Ethan Hedges,3B,sa3033512,40,,45.0,40.0,50.0,Bench,0,,,,
8571,Kaeden Kent,SS,sa3035283,40,,45.0,45.0,50.0,Bench,0,,,,
8841,Jake Cook,CF,sa3029303,40,,55.0,30.0,80.0,Bench,0,,,,
9065,Jose Castro,RF,sa3023752,40,,40.0,55.0,40.0,Bench,0,,,,
8401,Josh Kasevich,SS,sa3020203,40,,65.0,30.0,45.0,Bench,0,,,,
8653,Shotaro Morii,DH,sa3067343,40,,45.0,50.0,45.0,Bench,0,,,,
8751,Adriel Radney,CF,sa3023886,40,,50.0,50.0,55.0,Bench,0,,,,
8985,Jair Camargo,C,21730,40,,20.0,50.0,20.0,Bench,0,,,,
8701,Ernesto Martinez Jr.,1B,sa3003173,40,,40.0,55.0,45.0,Bench,0,,,,
8689,Gage Workman,3B,27573,40,,20.0,40.0,55.0,Bench,0,,,,
9234,Jeral Toledo,2B,sa3015590,40,,55.0,40.0,50.0,Bench,0,,,,
8652,Chris Suero,C,sa3018614,40,,30.0,40.0,60.0,Bench,0,,,,
8709,Colin Houck,SS,sa3022964,40,,35.0,45.0,55.0,Bench,0,,,,
8987,Heriberto Rincon,CF,sa3021238,40,,40.0,50.0,60.0,Bench,0,,,,
9059,Kala'i Rosario,RF,sa3015199,40,,35.0,55.0,45.0,Bench,0,,,,
8732,Benjamin Cowles,SS,sa3016976,40,,40.0,45.0,50.0,Bench,0,,,,
9189,Jose Salas,2B,sa3014690,40,,45.0,45.0,40.0,Bench,0,,,,
8448,Eli Serrano III,LF,sa3025407,40,,55.0,45.0,50.0,Bench,0,,,,
8682,Boston Baro,SS,sa3022962,40,,50.0,50.0,50.0,Bench,0,,,,
8738,Daiverson Gutierrez,C,sa3021086,40,,40.0,45.0,30.0,Bench,0,,,,
8695,Quentin Young,3B,sa3069187,40,,30.0,50.0,40.0,Bench,0,,,,
9008,Khadim Diaw,C,sa3025259,40,,45.0,35.0,40.0,Bench,0,,,,
8782,Kyle DeBarge,SS,sa3025260,40,,55.0,40.0,60.0,Bench,0,,,,
8961,Edward Lantigua,LF,sa3024476,40,,50.0,45.0,45.0,Bench,0,,,,
8587,PJ Morlando,LF,sa3025199,40,,45.0,60.0,45.0,Bench,0,,,,
8723,Eduardo Beltre,RF,sa3024928,40,,40.0,50.0,50.0,Bench,0,,,,
8752,Payton Eeles,2B,sa3023622,40,,55.0,40.0,60.0,Bench,0,,,,
8872,Haritzon Castillo,SS,sa3067692,40,,55.0,45.0,55.0,Bench,0,,,,
8794,Cesar Acosta,C,sa3067868,40,,40.0,50.0,20.0,Bench,0,,,,
9011,George Valera,RF,22541,40,,30.0,55.0,45.0,Bench,0,,,,
9015,Tyler Black,1B,29949,40,,50.0,40.0,60.0,Bench,0,,,,
8852,Carlos D. Rodriguez,CF,sa3005478,40,,60.0,30.0,50.0,Bench,0,,,,
8829,Julio Carreras,SS,sa3005598,40,,30.0,30.0,60.0,Bench,0,,,,
8905,Matt Koperniak,LF,sa3014834,40,,45.0,50.0,55.0,Bench,0,,,,
8542,Mitch Voit,2B,sa3044552,40,,45.0,50.0,60.0,Bench,0,,,,
8480,Dexters Peralta,SS,sa3023745,40,,45.0,50.0,60.0,Bench,0,,,,
8798,Brando Mayea,CF,sa3020679,40,,30.0,40.0,60.0,Bench,0,,,,
8766,Yovanny Rodriguez,C,sa3023720,40,,45.0,50.0,30.0,Bench,0,,,,
8656,Juan Matheus,SS,sa3018611,40,,55.0,40.0,55.0,Bench,0,,,,
8515,Bryan Rincon,SS,sa3020221,40,,40.0,45.0,50.0,Bench,0,,,,
8487,Dante Nori,CF,sa3025411,40,,45.0,30.0,70.0,Bench,0,,,,
8770,T.J. Rumfield,1B,sa3017330,40,,55.0,45.0,30.0,Bench,0,,,,
8482,Cam Devanney,SS,25688,40,,35.0,55.0,50.0,Bench,0,,,,
8573,Leandro Pineda,RF,sa3008905,40,,40.0,50.0,40.0,Bench,0,,,,
8994,Billy Cook,CF,29573,40,,35.0,50.0,70.0,Bench,0,,,,
9213,Adonys Guzman,C,sa3032892,40,,45.0,40.0,30.0,Bench,0,,,,
8685,Wilberson De Pena,RF,sa3025019,40,,40.0,50.0,60.0,Bench,0,,,,
8942,Darell Morel,3B,sa3066667,40,,40.0,50.0,50.0,Bench,0,,,,
9014,Rafael Flores,C,31991,40,,30.0,50.0,40.0,Bench,0,,,,
9094,Sammy Stafura,SS,sa3022612,40,,35.0,40.0,60.0,Bench,0,,,,
8758,Edgleen Perez,C,sa3021330,40,,45.0,45.0,40.0,Bench,0,,,,
9039,Jack Brannigan,SS,sa3019922,40,,40.0,50.0,50.0,Bench,0,,,,
9066,Tsung-Che Cheng,SS,28344,40,,50.0,40.0,50.0,Bench,0,,,,
8884,Keiner Delgado,SS,sa3018397,40,,40.0,40.0,60.0,Bench,0,,,,
9194,Easton Carmichael,C,sa3028459,40,,45.0,40.0,30.0,Bench,0,,,,
8589,Estuar Suero,CF,sa3018481,40,,40.0,55.0,60.0,Bench,0,,,,
9067,Blake Burke,1B,sa3025381,40,,40.0,55.0,20.0,Bench,0,,,,
8560,Jhonny Severino,SS,sa3018415,40,,40.0,55.0,60.0,Bench,0,,,,
8699,Jared Serna,SS,sa3015579,40,,45.0,45.0,60.0,Bench,0,,,,
8535,Yordany De Los Santos,SS,sa3018408,40,,40.0,50.0,50.0,Bench,0,,,,
9007,Kevin Made,SS,sa3014679,40,,40.0,40.0,55.0,Bench,0,,,,
8811,Johan De Los Santos,CF,sa3066666,40,,40.0,40.0,80.0,Bench,0,,,,
8516,Jhoan De La Cruz,SS,sa3067693,40,,50.0,40.0,55.0,Bench,0,,,,
8528,Jesus Rodriguez,C,sa3008916,40,,50.0,40.0,50.0,Bench,0,,,,
8524,Luis Suisbel,3B,sa3016717,40,,40.0,55.0,40.0,Bench,0,,,,
8649,Sabin Ceballos,3B,sa3022500,40,,45.0,40.0,40.0,Bench,0,,,,
8473,Dakota Jordan,CF,sa3025601,40,,30.0,50.0,70.0,Bench,0,,,,
8445,Bo Davidson,CF,sa3022706,40,,30.0,45.0,50.0,Bench,0,,,,
8634,Abdias De La Cruz,RF,sa3019401,40,,50.0,50.0,60.0,Bench,0,,,,
8456,Victor Arias,CF,sa3015636,40,,40.0,50.0,60.0,Bench,0,,,,
8813,Korbyn Dickerson,CF,sa3030281,40,,30.0,45.0,60.0,Bench,0,,,,
8552,Luke Stevenson,C,sa3043081,40,,35.0,50.0,30.0,Bench,0,,,,
8499,Nick Becker,SS,sa3069151,40,,40.0,50.0,50.0,Bench,0,,,,
8983,Ethan Petry,1B,sa3039828,40,,35.0,60.0,30.0,Bench,0,,,,
8726,Brendan Summerhill,CF,sa3043325,40,,45.0,50.0,55.0,Bench,0,,,,
8959,Wade Meckler,CF,31490,40,,55.0,35.0,50.0,Bench,0,,,,
8939,Hunter Feduccia,C,23372,40,,50.0,30.0,30.0,Bench,0,,,,
9058,Pedro Catuy,CF,sa3021061,40,,35.0,50.0,60.0,Bench,0,,,,
8962,César Prieto,2B,30163,40,,60.0,35.0,40.0,Bench,0,,,,
8640,Jadher Areinamo,2B,sa3015802,40,,60.0,40.0,45.0,Bench,0,,,,
8422,Tommy White,3B,sa3025383,40,,40.0,55.0,40.0,Bench,0,,,,
8991,Émilien Pitre,2B,sa3025391,40,,55.0,40.0,50.0,Bench,0,,,,
8966,Gregory Barrios,SS,sa3015800,40,,55.0,30.0,60.0,Bench,0,,,,
8637,Joshua Baez,RF,sa3017022,40,,35.0,60.0,40.0,Bench,0,,,,
8584,Jack Gurevitch,1B,sa3032859,40,,45.0,55.0,40.0,Bench,0,,,,
8608,JD Dix,SS,sa3066859,40,,45.0,50.0,45.0,Bench,0,,,,
8988,Royelny Strop,CF,sa3068180,40,,40.0,45.0,60.0,Bench,0,,,,
8799,John Gil,SS,sa3021284,40,,40.0,45.0,60.0,Bench,0,,,,
8992,Payton Green,SS,sa3025195,40,,45.0,45.0,40.0,Bench,0,,,,
8956,Yassel Soler,3B,sa3022281,40,,50.0,50.0,40.0,Bench,0,,,,
8781,Druw Jones,CF,sa3020676,40,,30.0,45.0,55.0,Bench,0,,,,
8819,Carlos Pacheco,CF,sa3018455,40,,55.0,40.0,60.0,Bench,0,,,,
8917,Yophery Rodriguez,CF,sa3021083,40,,45.0,45.0,60.0,Bench,0,,,,
8471,Slade Caldwell,CF,sa3066460,40,,55.0,35.0,70.0,Bench,0,,,,
8452,Jose Perdomo,3B,sa3025104,40,,50.0,55.0,40.0,Bench,0,,,,
9165,Alberto Barriga,C,sa3018595,40,,55.0,30.0,55.0,Bench,0,,,,
8572,Alex Lodise,SS,sa3036445,40,,40.0,40.0,50.0,Bench,0,,,,
8643,Ethan Anderson,1B,sa3025410,40,,55.0,40.0,30.0,Bench,0,,,,
8694,Cristhian Vaquero,CF,sa3018403,40,,30.0,50.0,70.0,Bench,0,,,,
8627,Nick Montgomery,C,sa3066457,40,,40.0,50.0,40.0,Bench,0,,,,
8444,Caleb Lomavita,C,sa3025404,40,,40.0,45.0,40.0,Bench,0,,,,
8810,Jud Fabian,CF,sa3019942,40,,30.0,45.0,60.0,Bench,0,,,,
8898,Jorge Barrosa,CF,23968,40,,60.0,30.0,55.0,Bench,0,,,,
8428,RJ Schreck,RF,sa3022602,40,,55.0,40.0,50.0,Bench,0,,,,
9361,Frederick Bencosme,SS,sa3016779,40,,55.0,30.0,45.0,Bench,0,,,,
9269,Creed Willems,C,sa3017562,40,,35.0,55.0,20.0,Bench,0,,,,
9350,Tavian Josenberger,CF,sa3022808,40,,55.0,35.0,55.0,Bench,0,,,,
9287,Elis Cuevas,CF,sa3019509,40,,40.0,45.0,55.0,Bench,0,,,,
8650,Warren Calcaño,SS,sa3067541,40,,50.0,40.0,60.0,Bench,0,,,,
9371,Leandro Arias,SS,sa3018433,40,,40.0,40.0,50.0,Bench,0,,,,
8785,Austin Overn,CF,sa3025408,40,,40.0,55.0,70.0,Bench,0,,,,
8867,Miguel Rodríguez,C,sa3021226,40,,60.0,30.0,20.0,Bench,0,,,,
8840,Jordan Sanchez,RF,sa3024112,40,,45.0,55.0,40.0,Bench,0,,,,
9117,Stiven Martinez,RF,sa3024627,40,,40.0,55.0,40.0,Bench,0,,,,
9212,Nate George,CF,sa3067128,40,,45.0,50.0,55.0,Bench,0,,,,
9391,José Peña,SS,sa3067127,40,,45.0,50.0,60.0,Bench,0,,,,
8424,Tate Southisene,SS,sa3069150,40,,45.0,55.0,60.0,Bench,0,,,,
8591,Andruw  Musett,C,sa3021175,40,,40.0,50.0,20.0,Bench,0,,,,
8527,Daniel Hernandez,C,sa3067734,40,,60.0,35.0,40.0,Bench,0,,,,
8787,Nelly Taylor,CF,sa3023426,40,,40.0,45.0,60.0,Bench,0,,,,
8417,Jonathon Long,1B,sa3022864,40,,40.0,55.0,40.0,Bench,0,,,,
8566,Pablo Aliendo,C,sa3006220,40,,35.0,45.0,40.0,Bench,0,,,,
8619,Cole Mathis,1B,sa3037300,40,,55.0,45.0,45.0,Bench,0,,,,
8970,Mason White,SS,sa3045125,40,,35.0,45.0,55.0,Bench,0,,,,
8945,Marvin Alcantara,SS,sa3018558,40,,50.0,40.0,60.0,Bench,0,,,,
8677,Kane Kepley,CF,sa3035293,40,,60.0,30.0,60.0,Bench,0,,,,
8748,Harold Rivas,CF,sa3067705,40,,40.0,45.0,60.0,Bench,0,,,,
8526,Juan Tomas,SS,sa3067758,40,,35.0,50.0,60.0,Bench,0,,,,
8638,Logan Wagner,3B,sa3019932,40,,40.0,55.0,40.0,Bench,0,,,,
9035,Alfonsin Rosario,RF,sa3022868,40,,30.0,55.0,45.0,Bench,0,,,,
8777,Franklin Rojas,C,sa3025018,40,,50.0,45.0,30.0,Bench,0,,,,
8909,Christian Cairo,SS,sa3010028,40,,40.0,30.0,50.0,Bench,0,,,,
8934,Mason Neville,CF,sa3038799,40,,40.0,50.0,55.0,Bench,0,,,,
8398,Tyson Lewis,SS,sa3066822,40,,40.0,50.0,70.0,Bench,0,,,,
8768,Blake Dunn,CF,29487,40,,40.0,40.0,60.0,Bench,0,,,,
8568,William Bergolla,SS,sa3019777,40,,60.0,20.0,50.0,Bench,0,,,,
8622,Alexander Albertus,3B,sa3018950,40,,60.0,30.0,50.0,Bench,0,,,,
8597,Jeral Perez,2B,sa3018557,40,,45.0,45.0,45.0,Bench,0,,,,
8698,Dauri Fernandez,SS,sa3024327,40,,60.0,30.0,55.0,Bench,0,,,,
9190,Aaron Walton,CF,sa3044756,40,,45.0,45.0,60.0,Bench,0,,,,
9062,Dean Curley,3B,sa3029706,40,,45.0,50.0,50.0,Bench,0,,,,
8651,Kyle Lodise,SS,sa3059833,40,,45.0,40.0,55.0,Bench,0,,,,
8968,Max Belyeu,RF,sa3026937,40,,40.0,50.0,40.0,Bench,0,,,,
8855,Yeiker Reyes,CF,sa3021126,40,,55.0,30.0,60.0,Bench,0,,,,
8400,Robert Calaz,RF,sa3021078,40,,30.0,55.0,40.0,Bench,0,,,,
8704,Yahil Melendez,SS,sa3022692,40,,50.0,45.0,40.0,Bench,0,,,,
8621,Daniel  Jose Lopez,CF,sa3021298,40,,45.0,45.0,45.0,Bench,0,,,,
8559,Zac Veen,RF,27770,40,,40.0,45.0,70.0,Bench,0,,,,
8690,Sean Keys,3B,sa3025317,40,,40.0,55.0,30.0,Bench,0,,,,
9126,Carlos Gutierrez,LF,sa3022336,35,,55.0,40.0,50.0,Bench,0,,,,
9433,Yiddi Cappe,LF,sa3015515,35,,40.0,55.0,40.0,Bench,0,,,,
9368,Logan Driscoll,C,25475,35,,40.0,40.0,30.0,Bench,0,,,,
9239,Maui Ahuna,SS,sa3023373,35,,30.0,40.0,50.0,Bench,0,,,,
8805,Spencer Packard,LF,sa3016803,35,,55.0,40.0,30.0,Bench,0,,,,
9275,Cole Foster,SS,sa3022673,35,,30.0,30.0,40.0,Bench,0,,,,
9199,Bryan Martinez,RF,sa3021600,35,,40.0,55.0,40.0,Bench,0,,,,
9257,Aeverson Arteaga,SS,sa3014707,35,,30.0,40.0,50.0,Bench,0,,,,
8952,Richard Matic,3B,sa3023749,35,,40.0,55.0,30.0,Bench,0,,,,
9103,Matthew Lugo,LF,25980,35,,40.0,50.0,55.0,Bench,0,,,,
9198,Jonah Cox,CF,sa3022541,35,,30.0,40.0,70.0,Bench,0,,,,
9415,Angel Guzman,LF,sa3021268,35,,50.0,50.0,50.0,Bench,0,,,,
9388,Mac Horvath,CF,sa3022885,35,,40.0,45.0,60.0,Bench,0,,,,
8778,Brock Rodden,2B,sa3022432,35,,50.0,45.0,60.0,Bench,0,,,,
9100,Lisbel Diaz,RF,sa3022399,35,,40.0,45.0,50.0,Bench,0,,,,
9354,Yohendry Sanchez,C,sa3023896,35,,30.0,45.0,20.0,Bench,0,,,,
9332,Anthony Marquez,SS,sa3023960,35,,55.0,30.0,60.0,Bench,0,,,,
9107,Luis Guanipa,CF,sa3020884,35,,45.0,40.0,60.0,Bench,0,,,,
8808,Romeo Sanabria,1B,sa3019865,35,,50.0,45.0,20.0,Bench,0,,,,
9343,Djean Macares,CF,sa3067126,35,,55.0,40.0,50.0,Bench,0,,,,
9319,Yulian Barreto,SS,sa3067124,35,,40.0,30.0,50.0,Bench,0,,,,
9256,Gian Zapata,CF,sa3021079,35,,30.0,55.0,55.0,Bench,0,,,,
9405,Kenny Castillo,C,sa3015863,35,,30.0,35.0,20.0,Bench,0,,,,
9303,Matthew Wood,C,sa3019924,35,,50.0,30.0,30.0,Bench,0,,,,
9217,Yohandy Morales,1B,sa3022672,35,,35.0,50.0,40.0,Bench,0,,,,
9262,Landyn Vidourek,CF,sa3044483,35,,40.0,50.0,60.0,Bench,0,,,,
9342,Carson McCusker,RF,33098,35,,30.0,60.0,40.0,Bench,0,,,,
9293,Travis Honeyman,CF,sa3023679,35,,45.0,40.0,55.0,Bench,0,,,,
9378,Colton Ledbetter,CF,sa3022897,35,,30.0,50.0,50.0,Bench,0,,,,
8546,Hayden Alvarez,CF,sa3023906,35,,45.0,40.0,60.0,Bench,0,,,,
8975,Henry Bolte,RF,sa3020006,35,,30.0,40.0,80.0,Bench,0,,,,
9396,Homer Bush Jr.,CF,sa3022480,35,,40.0,30.0,80.0,Bench,0,,,,
9155,Rio Foster,RF,sa3022491,35,,30.0,55.0,45.0,Bench,0,,,,
9218,Brett Auerbach,2B,sa3014941,35,,30.0,40.0,55.0,Bench,0,,,,
9204,Ching-Hsien Ko,RF,sa3025230,35,,40.0,50.0,50.0,Bench,0,,,,
9224,Chase Harlan,3B,sa3067256,35,,30.0,60.0,40.0,Bench,0,,,,
9393,Santiago Leon,SS,sa3067689,35,,45.0,40.0,50.0,Bench,0,,,,
9329,Ivan Luciano,C,sa3067397,35,,50.0,45.0,40.0,Bench,0,,,,
9385,Jalin Flores,SS,sa3031465,35,,35.0,50.0,55.0,Bench,0,,,,
8837,Kale Fountain,3B,sa3067321,35,,35.0,55.0,40.0,Bench,0,,,,
9383,Jhomnardo Reyes,RF,sa3067700,35,,40.0,55.0,50.0,Bench,0,,,,
8925,Robert Moore,SS,sa3019928,35,,40.0,34.0,60.0,Bench,0,,,,
9407,Eliomar Garces,SS,sa3068523,35,,45.0,30.0,50.0,Bench,0,,,,
9077,Arnaldo Lantigua,LF,sa3021084,35,,35.0,60.0,40.0,Bench,0,,,,
9366,Samuel Munoz,LF,sa3018407,35,,55.0,45.0,40.0,Bench,0,,,,
9132,Juan Rujano,C,sa3067752,35,,45.0,45.0,30.0,Bench,0,,,,
9261,Nathan Church,CF,31357,35,,60.0,30.0,55.0,Bench,0,,,,
9348,Carter Johnson,SS,sa3025203,35,,60.0,40.0,45.0,Bench,0,,,,
9220,Myles Naylor,3B,sa3022605,35,,40.0,50.0,40.0,Bench,0,,,,
9048,Darwing Ozuna,RF,sa3068179,35,,30.0,45.0,60.0,Bench,0,,,,
8866,Lamar King Jr.,C,sa3020279,35,,50.0,35.0,30.0,Bench,0,,,,
9205,David McCabe,3B,sa3019964,35,,45.0,55.0,30.0,Bench,0,,,,
9258,Nate Nankil,RF,sa3022532,35,,50.0,40.0,40.0,Bench,0,,,,
9054,Elorky Rodriguez,LF,sa3067697,35,,55.0,40.0,45.0,Bench,0,,,,
9304,Jose Alpuria,CF,sa3018562,35,,40.0,45.0,70.0,Bench,0,,,,
9394,Jack Hurley,CF,sa3022564,35,,30.0,40.0,55.0,Bench,0,,,,
9337,Chase Jaworsky,SS,sa3022700,35,,40.0,40.0,60.0,Bench,0,,,,
9099,Brett Bateman,CF,sa3022603,35,,55.0,30.0,60.0,Bench,0,,,,
9316,Tytus Cissell,SS,sa3067331,35,,40.0,45.0,55.0,Bench,0,,,,
9240,Pedro Blanco,1B,sa3023945,35,,45.0,60.0,30.0,Bench,0,,,,
9270,Eduardo Garcia,SS,sa3008751,35,,30.0,45.0,50.0,Bench,0,,,,
9225,Juan Mateo,SS,sa3024340,35,,55.0,40.0,55.0,Bench,0,,,,
9382,J.J. D'Orazio,C,sa3008876,35,,35.0,40.0,30.0,Bench,0,,,,
9389,Victor Ortega,C,sa3018439,35,,60.0,30.0,40.0,Bench,0,,,,
9022,Gavin Turley,LF,sa3044148,35,,30.0,55.0,50.0,Bench,0,,,,
9379,Drew Faurot,2B,sa3031193,35,,30.0,50.0,40.0,Bench,0,,,,
8979,Abimelec  Ortiz,1B,sa3016926,35,,40.0,55.0,20.0,Bench,0,,,,
9317,Sam Brown,1B,sa3023367,35,,45.0,40.0,40.0,Bench,0,,,,
9017,Jace Bohrofen,CF,sa3022653,35,,30.0,45.0,50.0,Bench,0,,,,
9247,Mario Baez,SS,sa3021286,35,,45.0,40.0,50.0,Bench,0,,,,
9162,Derek Bernard,LF,sa3018477,35,,30.0,55.0,40.0,Bench,0,,,,
9326,Axiel Plaz,C,sa3018480,35,,30.0,45.0,20.0,Bench,0,,,,
9325,Almen Tolentino,C,sa3024628,35,,55.0,45.0,30.0,Bench,0,,,,
9152,Darren Baker,2B,29912,35,,60.0,35.0,50.0,Bench,0,,,,
9005,Gleider Figueroa,3B,sa3015813,35,,40.0,50.0,30.0,Bench,0,,,,
9080,Kevin Kilpatrick Jr.,CF,sa3019891,35,,30.0,40.0,60.0,Bench,0,,,,
8978,Erick Brito,SS,sa3011753,35,,55.0,30.0,50.0,Bench,0,,,,
9314,Sammy Siani,RF,sa3010704,35,,50.0,40.0,55.0,Bench,0,,,,
9440,RJ Austin,CF,sa3026315,35,,55.0,30.0,60.0,Bench,0,,,,
9154,Greg Jones,CF,25448,35,,20.0,30.0,80.0,Bench,0,,,,
9027,Dylan Campbell,RF,sa3022751,35,,50.0,45.0,50.0,Bench,0,,,,
8947,Grant Jay,C,sa3034611,35,,30.0,50.0,30.0,Bench,0,,,,
9291,Ben Ross,SS,sa3020353,35,,40.0,30.0,55.0,Bench,0,,,,
9443,Fernando Peguero,CF,sa3018546,35,,40.0,40.0,70.0,Bench,0,,,,
9423,Thomas Sosa,LF,sa3018566,35,,35.0,50.0,50.0,Bench,0,,,,
9323,Jose Devers,SS,sa3015292,35,,30.0,40.0,60.0,Bench,0,,,,
8924,Francisco Vilorio,RF,sa3023893,35,,35.0,55.0,50.0,Bench,0,,,,
8864,Jorbit Vivas,2B,23917,35,,50.0,40.0,50.0,Bench,0,,,,
9418,Brandon Butterworth,SS,sa3025264,35,,35.0,35.0,60.0,Bench,0,,,,
9081,Carson DeMartini,3B,sa3025198,35,,30.0,50.0,40.0,Bench,0,,,,
9429,Cobb Hightower,SS,sa3066025,35,,50.0,30.0,60.0,Bench,0,,,,
9057,Enddy Azocar,RF,sa3023764,35,,45.0,50.0,50.0,Bench,0,,,,
8977,Antonio Gomez,C,sa3008746,35,,20.0,30.0,30.0,Bench,0,,,,
9255,Sam Shaw,LF,sa3022889,35,,60.0,30.0,40.0,Bench,0,,,,
8949,Ty Southisene,SS,sa3066842,35,,40.0,35.0,60.0,Bench,0,,,,
9176,Derniche Valdez,SS,sa3021068,35,,30.0,50.0,60.0,Bench,0,,,,
9442,Max Wagner,3B,sa3020415,35,,40.0,50.0,45.0,Bench,0,,,,
